"ban_year","type","att","mape","r_sq","i"
2014,"No Constraint",0.0281911107229087,0.0705634132891325,0.836236874002476,1
2015,"No Constraint",0.0135616231921495,0.0409577527205695,0.832493967476896,1
2016,"No Constraint",0.00662244499096973,0.0287308228945142,0.839417699085319,1
2014,"No Constraint",0.0149657732182134,0.0523788171485648,0.782675141759098,2
2015,"No Constraint",0.00441085487374525,0.0427902437491354,0.787027872345041,2
2016,"No Constraint",-0.00345886676257976,0.0279515442986977,0.800800454151505,2
2014,"No Constraint",-0.000872779053705697,0.0555639017100159,0.795887596773689,3
2015,"No Constraint",-0.0225691727640012,0.0438374916395622,0.793586963889832,3
2016,"No Constraint",-0.0398272938757323,0.0278226290937162,0.809794386786227,3
2014,"No Constraint",0.00856350592278344,0.0429264104938442,0.616540336269862,4
2015,"No Constraint",0.00127976190163877,0.0384129574204048,0.60625411394571,4
2016,"No Constraint",-0.0157742169707579,0.0304630871152779,0.615675823787511,4
2014,"No Constraint",0.0314749457747212,0.03343907841803,0.641204279600026,5
2015,"No Constraint",0.0308507965404684,0.0283495009875247,0.629806125533578,5
2016,"No Constraint",0.0264532704988041,0.0257872378740283,0.636441952727826,5
2014,"No Constraint",0.020707884630686,0.0442354048045296,0.594631173568935,6
2015,"No Constraint",0.0154738924651292,0.0330301839058863,0.558633892765047,6
2016,"No Constraint",0.00410808652608128,0.0293886074587029,0.653578166027317,6
2014,"No Constraint",0.0246289129234078,0.0630558433166401,0.810175132575529,7
2015,"No Constraint",0.00614555934713575,0.0669906284103023,0.796383861344543,7
2016,"No Constraint",-0.0149869827665224,0.0485612490959612,0.800316568429433,7
2014,"No Constraint",0.0069667117934307,0.0319030455570758,0.626588264549875,8
2015,"No Constraint",0.00569391713419828,0.02243876769476,0.622507556477118,8
2016,"No Constraint",0.000611469814554483,0.018722685836247,0.626944133109973,8
2014,"No Constraint",0.0356915511580681,0.0478216691982944,0.824705651719505,9
2015,"No Constraint",0.0312430503639754,0.0343378487674272,0.780751604417989,9
2016,"No Constraint",0.0286127586265664,0.0299695998991248,0.798152348337752,9
2014,"No Constraint",0.025042156905999,0.0374662555457326,0.583401778009417,10
2015,"No Constraint",0.0193012544054612,0.0439081512023445,0.578891091692583,10
2016,"No Constraint",0.00201696697683306,0.0408844488870603,0.593427357011416,10
2014,"No Constraint",0.0200465810446464,0.0408260877296664,0.595547370564331,11
2015,"No Constraint",0.0157390023462805,0.0389303624847945,0.557391144663433,11
2016,"No Constraint",0.00446597776323766,0.0372661998703631,0.573810313890787,11
2014,"No Constraint",0.00291830397864391,0.0401285530487393,0.398654347548714,12
2015,"No Constraint",-0.00669854709535937,0.032780962412083,0.359631539644047,12
2016,"No Constraint",-0.0250870330660708,0.0296336813410944,0.484366887962071,12
2014,"No Constraint",0.0103057357024322,0.0439335648426003,0.846888752988328,13
2015,"No Constraint",-0.00306139232677897,0.0341167550280329,0.841387682288654,13
2016,"No Constraint",-0.00772666476795099,0.030551320603986,0.838082020499488,13
2014,"No Constraint",0.0365067286723605,0.0456974897027256,0.780190750872517,14
2015,"No Constraint",0.031270820629245,0.0413781926706036,0.78989991813876,14
2016,"No Constraint",0.0275390453957508,0.0274100926359169,0.805489952732749,14
2014,"No Constraint",0.0321420664623217,0.0478785377434319,0.619703199023798,15
2015,"No Constraint",0.0261612712548851,0.047608044306067,0.581719089140991,15
2016,"No Constraint",0.0173731492014805,0.0377762096636706,0.624969367602014,15
2014,"No Constraint",0.0197744174964757,0.0617123718280485,0.846492994489513,16
2015,"No Constraint",0.00591487053361565,0.0384614495166624,0.841877522889577,16
2016,"No Constraint",-0.000967116539291621,0.0288418777554711,0.847346312832251,16
2014,"No Constraint",0.019511617182041,0.0376642205903681,0.795509337913886,17
2015,"No Constraint",0.00893716997582693,0.0327550935783259,0.803196831722288,17
2016,"No Constraint",0.0055540620905685,0.0329576382218074,0.806525169344836,17
2014,"No Constraint",0.0180649227195368,0.0336373376257175,0.587138630091002,18
2015,"No Constraint",0.00836087850403323,0.0334453334648019,0.588148003758725,18
2016,"No Constraint",-0.000681402462541735,0.026582803388055,0.636717533864101,18
2014,"No Constraint",0.0345853248082956,0.0359099172566129,0.585803716768285,19
2015,"No Constraint",0.0302214372210311,0.0321647851047512,0.593730510433399,19
2016,"No Constraint",0.0314552497472359,0.0237854927177628,0.683678781059791,19
2014,"No Constraint",0.0358422725988101,0.0499751263386689,0.840396115039517,20
2015,"No Constraint",0.0300233766407776,0.0452685137410132,0.837142304455528,20
2016,"No Constraint",0.027164825474177,0.0353640548336231,0.83971633427866,20
2014,"No Constraint",0.0279890496946412,0.0426374217595455,0.779530712241433,21
2015,"No Constraint",0.0204793380701555,0.0333422681291815,0.790491929081892,21
2016,"No Constraint",0.0215153035437507,0.0265463319006013,0.79629832549378,21
2014,"No Constraint",0.012281090765591,0.0491999386929848,0.76058948683389,22
2015,"No Constraint",-0.00145414408662944,0.0501933265502986,0.76143190302112,22
2016,"No Constraint",-0.0223678284133839,0.0468625042941186,0.772668325351316,22
